name,type,country,founded,born,died
Tammy Wynette,artist,United States,,,
Dasha,artist,Russia,,,
Interim Nation,artist,,,,
The Huliganes,band,Sweden,,,
Grasshopper,band,United States,,,
November Project,band,United States,,,
Zeyus,band,,,,
Ligament,band,United Kingdom,,,
Owsley,band,United States,,,
Galaxie 500,band,United States,1986,,
Daddy Kev,artist,,,,
Jibe,band,United States,,,
Alyssa Milano,artist,United States,,,
Click Click,band,England,1985,,
Downset,band,,,,
Miroslav Vitous,artist,Czech Republic,,,
Josh Dodes Band,band,United States,,,
Aw Yeah,band,United States,1996,,
David Sneddon,artist,Scotland,,,
Shooglenifty,band,,,,
Novak,band,United Kingdom,,,
Zebra,band,United States,,,
Lee Press-On and the Nails,band,United States,,,
Randy Travis,artist,United States,,,
Smog,band,United States,,,
Jim Steinman,artist,United States,,1948,
Tahiti 80,band,France,,,
Suicidal Tendencies,band,United States,,,
Bachelor Girl,band,Australia,1992,,
Echobelly,band,England,,,
Hear'Say,band,United Kingdom,2001,,
Archie Shepp,artist,United States,,,
Eden Burning,band,England,,,
Carmine Appice,artist,United States,,1946,
Alathea,band,,,,
Chris Gaines,artist,United States,,,
The Orange Peels,band,United States,,,
Lara Fabian,artist,Canada,,,
Eric Carr,artist,United States,,,
Amy Mastura,artist,Malaysia,,1971,
We Talked About Murder,band,United States,,,
The Rankins,band,Canada,1989,,
The Murder City Devils,band,United States,,,
Faith Evans,artist,United States,,,
Thursday,band,United States,1998,,
P.J. Olsson,artist,United States,,,
Luciano Pavarotti,artist,Italy,,,
Chalee Tennison,artist,United States,,,
Vice Squad,band,United Kingdom,,,
Kim Stockwood,artist,Canada,,,
Cheryl Wheeler,artist,United States,,,
Endo,band,,,,
The Three Tenors,band,,,,
Kraftwerk,band,Germany,1970,,
New Kids on the Block,band,United States,1986,,
Mark Bacino,artist,United States,,,
Shadows Fall,band,,,,
Super Furry Animals,band,Wales,,,
Qkumba Zoo,band,South Africa,1995,,
Dave Dobbyn,artist,New Zealand,,,
Anouk,artist,Netherlands,,1975,
Yellowjackets,band,United States,1981,,
Phil Seymour,artist,United States,,,
Roxette,band,Sweden,,,
Leah Andreone,artist,United States,,,
Shirley and Dolly Collins,band,,,,
Concrete Blonde,band,United States,,,
Trina,artist,,,,
C-Murder,band,United States,,,
Frou Frou,band,England,,,
Nick Hexum,artist,United States,,1970,
Starmarket,band,Sweden,,,
Paul Stanley,artist,United States,,1952,
Zallen,band,United States,,,
Anberlin,band,United States,2002,,
Wendy James,artist,United Kingdom,,,
Bruce Hornsby,artist,United States,,,
Jill Sobule,artist,United States,,,
Kris Tyler,artist,United States,,,
Alex James,artist,England,,1968,
The 6ths,band,United States,1994,,
Venice,band,United States,,,
Nancy Sinatra,artist,United States,,,
Holochaust,band,Finland,,,
Tom Ze,artist,Brazil,,,
Planet Drum,band,,,,
Wildwood Valley Boys,band,,,,
T Bone Burnett,artist,United States,,1945,
Sam the Sham and the Pharaohs,band,United States,,,
Old Blind Dogs,band,,,,
Ian Gillan,artist,England,,1945,
Spectrum,band,England,,,
Marian Anderson,artist,United States,,,1993
Dan Michaels,artist,United States,,1963,
George Wassouf,artist,Lebanon,,,
Unrest,band,United States,,,
Kurtis Blow,artist,United States,,1959,
Twelfth Night,band,England,,,
Virgos Merlot,band,United States,,,
Northern Pikes,band,Canada,1987,,
Black Dawn,band,United States,,,
Michael Omartian,artist,United States,,,
Mazer Rackham,band,United States,1999,,
Terry Melcher,artist,United States,,1942,2004
Sam and Dave,band,United States,,,
Mista Brizz,band,United States,,,
James Brown,artist,United States,,1933,
Insane Clown Posse,band,United States,,,
3 Colours Red,band,England,1996,,
Jerky Boys,band,,,,
Rubyhorse,band,Ireland,1997,,
Planxty,band,Ireland,,,
Sophie Zelmani,artist,Sweden,,,
Primal Scream,band,Scotland,,,
Da Brat,band,United States,,,
Boards of Canada,band,,,,
Glen Phillips,artist,United States,,,
Cranes,band,England,,,
Sureburn,band,United States,,,
New Monkees,band,,,,
Natalie Cole,artist,United States,,,
Olive,band,United Kingdom,,,
Gary Barlow,artist,England,,,
Duff McKagan,artist,United States,,,
Revis,band,United States,,,
Freedy Johnston,artist,United States,,,
Craig David,artist,England,,1981,
David Crosby,artist,United States,,,
Hector Zazou,artist,Algeria,,,
Thomas Hampson,artist,United States,,,
The Proclaimers,band,Scotland,,,
Tim Powles,artist,Australia,,,
The Crusaders,band,United States,1966,,
Marc Anthony,artist,United States,,,
Mark Owen,artist,United Kingdom,,,
Keith Whitley,artist,United States,,,
Chris Rice,artist,United States,,,
Big in Japan,band,England,1977,,
Mack 10,band,United States,,,
Luka Bloom,artist,Ireland,,1955,
Tracy Lawrence,artist,United States,,,
At The Gates,band,,,,
Mr. Oizo,artist,,,,
Buck-O-Nine,band,United States,,,
X,band,United States,1977,,
Sonny Bono,artist,United States,,1935,1998
Ning Baizura,artist,Malaysia,,1975,
TQ,band,United States,,,
Venom,band,England,,,
The Promise Ring,band,United States,1995,,
Buddy Guy,artist,United States,,,
Kinzel and Hyde,band,United States,,,
60 Channels,band,United States,1998,,
Billy Sherwood,artist,United States,,,
Southern Culture on the Skids,band,United States,,,
Bob Schneider,artist,United States,,,
Jim Cuddy,artist,Canada,,,
Les Rythmes Digitales,band,France,,,
Joan Jett and the Blackhearts,artist,United States,,1958,
Fight,band,United Kingdom,,,
Imaginary Friends,band,,,,
Daphne and Celeste,band,United States,,,
Frenzal Rhomb,band,Australia,,,
Madredeus,band,Portugal,,,
P.O.D.,band,United States,1992,,
Professor Longhair,band,,,,
Left Hand Solution,band,Sweden,,,
Cutting Crew,band,England,,,
Coheed and Cambria,band,United States,1995,,
Mikey Graham,artist,Ireland,,1972,
Ronnie Hawkins,artist,Canada,,,
John Lennon,artist,England,,1940,1980
Tribe 8,band,United States,,,
Thalia,band,Mexico,,,
Cousin Kevin,band,,,,
The Glove,band,England,,,
Premiata Forneria Marconi,band,,,,
Amanda Stott,artist,Canada,,,
The Cult,band,England,1984,,
Toronto Police Pipe Band,band,Canada,1912,,
Baby Animals,band,Australia,1990,,
Alan Roubik,artist,United States,,,
Before Dark,band,United States,1999,,
Poe,band,United States,,,
The Barra MacNeils,band,Canada,1986,,
Astrid,band,Scotland,1997,,
Baby Lemonade,band,United States,1994,,
BeauSoleil,band,United States,1975,,
Europe,band,Sweden,,,
Doug Stone,artist,United States,,,
Sugarcult,band,,,,
28 Days,band,Australia,,,
Re-Flex,band,,,,
Chiwawa,band,,,,
Piano Magic,band,United Kingdom,,,
Deliverance,band,Canada,1971,,
Mary J. Blige,artist,United States,,1971,
Ronnie Milsap,artist,United States,,,
Robby Valentine,artist,Netherlands,,,
Jerry Vale,artist,United States,,,
Brother Cane,band,United States,1990,,
Good Charlotte,band,United States,1996,,
Burning Spear,artist,Jamaica,,1969,
Tommy Dorsey,artist,United States,,,
Sister 2 Sister,band,Australia,,,
Labradford,band,United States,,,
Joe Williams,artist,United States,,,
Dar Williams,artist,United States,,,
Hayden,artist,Canada,,1971,
Pat Boone,artist,United States,,1934,
Atom and his Package,artist,United States,,,
Roger Eno,artist,England,,,
Jimi Jamison,artist,United States,,,
Billy Ray Cyrus,artist,United States,,,
Nellie and the Drummers,band,,,,
Jackopierce,band,United States,,,
Milt Jackson,artist,United States,,,
Babs Gonzales,artist,United States,,,
Black Box Recorder,band,England,1998,,
Whitesnake,band,England,1977,,
Jamie Rivera,artist,Philippines,,,
Saint Etienne,band,England,,,
Viva la Venus!,band,,,,
Beniamino Gigli,artist,Italy,,,
The Murmurs,band,United States,,,
Hank Garland,artist,United States,,,
Hunters and Collectors,band,Australia,,,
Citizen King,band,United States,,,
Ours,band,United States,,,
Stompin' Tom Connors,artist,Canada,,,
Infectious Grooves,band,United States,,,
Emperor,band,Norway,1991,,
Paperwork,band,,,,
City of Victoria Pipe Band,band,Canada,,,
Fold,band,Scotland,,,
Gary S. Paxton,artist,United States,,,
Lifehouse,band,United States,1996,,
Dan Hill,artist,Canada,,,
Miss Radio,band,Australia,1994,,
Urban Dance Squad,band,Netherlands,,,
Dumfries and Galloway Constabulary Pipe Band,band,Scotland,1991,,
All-I-Fear,band,,,,
Buckwheat Zydeco,artist,United States,,1947,
John Foxx,artist,England,,,
Carola,band,Sweden,,,
Whistler,band,England,,,
Derek Trucks Band,band,,,,
Dexter Freebish,band,United States,,,
Finger Eleven,band,Canada,,,
Magnetophone,band,United Kingdom,,,
Smithereens,band,United States,,,
Sangsters,band,,,,
All For Nothing,band,Netherlands,2001,,
Ultrafix,band,,,,
Treble Charger,band,Canada,,,
Bucksburn and District Pipe Band,band,Scotland,1947,,
Allman Brothers Band,band,United States,1969,,
Jonathan Wilkes,artist,England,,,
Janis Joplin,artist,United States,,,
Jimmy Lafave,artist,United States,,1955,
Strung Out,band,United States,,,
Honeymoon Suite,band,Canada,,,
Screamin' Jay Hawkins,artist,United States,,,
Nick Drake,artist,United Kingdom,,,
Corporate Avenger,band,,,,
Timbuk 3,band,United States,1984,,
LMNT,band,United States,,,
Triumph Street Pipe Band,band,Canada,1971,,
Flotsam and Jetsam,band,United States,,,
Joan Osborne,artist,United States,,,
X-Clan,band,United States,1984,,
The Bakery Studio Artists,band,United States,,,
Fun-Da-Mental,band,England,,,
Jeremiah,band,Philippines,,,
Unwritten Law,band,United States,,,
Martina McBride,artist,United States,,,
Chad Brock,artist,United States,,,
CoCo Lee,artist,Hong Kong,,,
Seagull Screaming Kiss Her Kiss Her,band,Japan,,,
The Coup,band,United States,,,
The Monkeywrench,band,United States,,,
Blackgirl,band,United States,1992,,
The Big Bopper,artist,United States,,1930,1959
Joan Sutherland,artist,Australia,,,
Malibu Storm,band,,,,
Deaf Shepherd,band,,,,
New Edition,band,United States,1982,,
Avril Lavigne,artist,Canada,,1985,
Verbal Dialect,band,United Kingdom,,,
Lee Simmons,artist,United States,,,
Sascha Lappessen,artist,Germany,,1970,
13Cents,band,United States,,,
Firesign Theatre,band,,,,
Pere Ubu,band,United States,,,
Rotting Christ,band,Greece,,,
The Sitze Family,band,United States,,,
John Scofield,artist,United States,,,
Buckingham Nicks,band,,,,
Lycia,band,United States,,,
Gloria Estefan,artist,United States,,,
Groovie Ghoulies,band,United States,,,
Syd Barrett,artist,England,,1946,2007
Tullycraft,band,United States,,,
Gary Morris,artist,United States,,,
Boz Scaggs,artist,United States,,1944,
Kirsty MacColl,artist,England,,1959,2000
The DeFranco Family,band,Canada,,,
Gerald Levert,artist,United States,,,
Sherrié Austin,artist,Australia,,1970,
Christine McVie,artist,England,,,
Ron Sexsmith,artist,Canada,,,
Michael Zabrocki,artist,,,,
Wings,band,United Kingdom,1971,,
Crimson Glory,band,United States,,,
Reggie and the Full Effect,band,United States,1998,,
The Mission,band,United Kingdom,,,
David Benoit,artist,United States,,1953,
Jen Ledger,artist,United Kingdom,,1989,
Infernal Majesty,band,Canada,,,
The Samples,band,United States,,,
Julio Iglesias,artist,Spain,,,
Gob,band,Canada,,,
Ian Bostridge,artist,England,,,
R.E.M.,band,United States,1980,,
Babcock Renfrew Pipe Band,band,Scotland,1920,,
3 Kisses,band,United States,2004,,
The Adjusters,band,United States,,,
AXXIS,band,Germany,1989,,
Sas Jordon,artist,Canada,,,
Tony Banks,artist,England,,1950,
Handsome Devil,band,United States,,,
David Baerwald,artist,United States,,1960,
Derrick Green,artist,United States,,1971,
The Butchies,band,United States,,,
Underwater,band,United States,,,
Boy Meets Girl,band,United States,,,
Roch Voisine,artist,Canada,,,
Pitchshifter,band,United Kingdom,,,
mantrakid,artist,,,,
Nuclear Assault,band,,,,
British Sea Power,band,United Kingdom,2000,,
Possessed,band,,,,
Portishead,band,England,1991,,
Nelson,band,United States,,,
Bill Morrissey,artist,United States,,,
Quarashi,band,,,,
Gram Parsons,artist,United States,,,
Keali'i Reichel,artist,United States,,,
Feeder,band,Wales,1992,,
The Pietasters,band,United States,,,
Michael Johnson,artist,United States,,,
ABBA,band,Sweden,1972,,
Sweet Honey in the Rock,band,United States,,,
Llama Farmers,band,England,,,
Murderdolls,band,United States,1995,,
Dakota Moon,band,United States,,,
The Darkness,band,United Kingdom,2000,,
Chad &amp; Jeremy,band,England,1962,,
Gilbert O'Sullivan,artist,Ireland,,,
BoA Kwon,artist,South Korea,,1986,
Gorilla Biscuits,band,United States,,,
Marco Masini,artist,Italy,,,
Spock's Beard,band,United States,,,
Loverboy,band,Canada,,,
Stone 588,band,United States,,,
Freddie Mercury,artist,England,,1946,1991
Dorian James,band,United States,,,
Dominic Miller,artist,Argentina,,,
Ma Rainey,band,United States,,,
Melanie Doane,artist,Canada,,,
Capdown,band,United Kingdom,1996,,
Six by Seven,band,United Kingdom,,,
Clifford Brown,artist,United States,,1930,1956
Barney Bentall,artist,Canada,,1978,
Scissor Sisters,band,United States,,,
Paul J. Kenyon,artist,United States,,,
Avail,band,United States,1987,,
John Valby,artist,United States,,,
The Hype,band,England,2000,,
Patty Loveless,artist,United States,,,
Kenny Rogers,artist,United States,,,
DeGarmo &amp; Key,band,United States,,,
John Sykes,artist,England,,1959,
Ruff Ryders,band,United States,,,
Counting Crows,band,United States,,,
Jackie McLean,artist,United States,,1932,
911,band,United Kingdom,1995,,
Roger Daltrey,artist,United Kingdom,,1944,
Joey Tempest,artist,Sweden,,,
Leslie Carter,artist,United States,,,
Bad English,band,United States,,,
Shane MacGowan,artist,England,,1957,
Bebel Gilberto,artist,Brazil,,,
Jackson Five,band,United States,1966,,
Orange Juice,band,,,,
British Caledonian Airways Pipe Band,band,Scotland,1968,,
Dokken,band,Germany,,,
MC Lyte,band,United States,,,
Stray Cats,band,United States,1979,,
The Four Tops,band,United States,,,
Trini Triggs,artist,United States,,,
DJ Keoki,artist,,,,
John and Mary,band,United States,,,
Michael Poss,artist,United States,,,
Propagandhi,band,Canada,,,
Kenny G,artist,United States,,1959,
The Eighties Matchbox B-Line Disaster,band,United Kingdom,1999,,
Helix,band,Canada,,,
Starsailor,band,England,,,
Jakt,band,United States,,,
Brian McKnight,artist,United States,,,
Delta Goodrem,artist,Australia,,,
Static in Stereo,band,Canada,,,
Jan Hammer,artist,Czech Republic,,,
Utada Hikaru,artist,Japan,,1983,
Far,band,United States,,,
Nanosecond,band,Canada,,,
Blaque,band,United States,1998,,
Tones on Tail,band,England,1981,,
Switchfoot,band,United States,,,
Leftfield,band,England,1991,,
Martin Carthy,artist,England,,1941,
Smashing Pumpkins,band,United States,1998,,
Girls Aloud,band,United Kingdom,,,
Ballycoan Pipe Band,band,Ireland,1935,,
Benny Bailey,artist,United States,,1925,
Ron Tutt,artist,United States,,,
Deep Purple,band,England,1968,,
Fila Fresh Crew,band,United States,,,
Sylver,band,Belgium,,,
The Calling,band,United States,,,
T-Bone Walker,artist,United States,,,
Celia Cruz,artist,Cuba,,,
Los Angeles Scottish Pipe Band,band,United States,1961,,
Cindytalk,band,Scotland,,,
Sage Francis,artist,,,,
Maureen Tucker,artist,United States,,,
Baby Bird,band,England,1995,,
Hawick Pipe Band,band,Scotland,1937,,
Greg Brown,artist,United States,,,
Babel Fish,band,Norway,,,
Evgeny Kissin,artist,Russia,,1971,
Athena,band,Turkey,1990,,
Sevendust,band,United States,,,
Neil Finn,artist,New Zealand,,1958,
Violent Femmes,band,United States,,,
Shocking Blue,band,Netherlands,,,
Bruce Johnston,artist,United States,,1944,
Joe Stampley,artist,United States,,,
Terry Oldfield,artist,Australia,,,
Beyond,band,Hong Kong,1985,,
Sir Cliff Richard,artist,United Kingdom,,1940,
Yoshi,band,United Kingdom,1999,,
Neil Young,artist,Canada,,1945,
Peter Koppes,artist,Australia,,,
The Beat,band,England,1978,,
Budgie,band,Wales,1968,,
First Step,band,United States,,,
Captain Beefheart,band,United States,1965,,
Orbital,band,England,1987,,
Coklat,band,,,,
Martha and the Vandellas,band,United States,,,
Steps,band,United Kingdom,1997,,
The Benjamins,band,United States,,,
John Michael Montgomery,artist,United States,,,
Headswim,band,United Kingdom,,,
Cymphonic,band,Netherlands,,,
TagYerit,band,United States,,,
Air Supply,band,Australia,1976,,
The Rockfords,band,United States,,,
Badfinger,band,United Kingdom,1968,,
Patricia Kaas,artist,France,,,
Survivor,band,United States,,,
Sloppy Meat Eaters,band,United States,,,
Kix,band,,,,
60 Were Enough,band,Italy,,,
Icos,band,United States,,,
S Club,band,United Kingdom,,,
Audra &amp; the Antidote,band,,,,
Reckless Kelly,band,United States,,,
Porter Wagoner,artist,United States,,,
Zoltan Kocsis,artist,Hungary,,1952,
Bobby Troup,artist,United States,,,
Hex,band,,,,
Asleep at the Wheel,band,United States,1970,,
E,artist,,,,
Disco Biscuits,band,United States,,,
Ladysmith Black Mambazo,band,South Africa,,,
Keith Urban,artist,Australia,,1967,
Deftones,band,United States,1989,,
Martin Hayes and Dennis Cahill,band,,,,
William Ackerman,artist,Germany,,1949,
Billy Ocean,artist,Trinidad and Tobago,,,
Pepperstomp,band,United States,,,
Fishbone,band,United States,,,
T'Pau,band,United Kingdom,1986,,
Glasgow Pipes and Drums,band,Scotland,2001,,
Myke Hideous,artist,United States,,,
Ocean Blvd. Band,band,,,,
James Ingram,artist,United States,,,
The Stereo,band,United States,,,
Links,artist,,,,
Adam Again,band,United States,,,
Nancy Wilson,artist,United States,,,
Jon Brion,artist,United States,,,
And You Will Know Us by the Trail of Dead,band,United States,1994,,
Superheist,band,Australia,,,
Arena,band,England,1994,,
House of Pain,band,United States,,,
Winger,band,United States,,,
